product_id,name,brand,category,ingredients,dietary_tags,allergens,is_organic,completeness,usda_category,usda_ingredients,match_score,source,enriched
30000436073,"Granola Oats with Honey, Raisins, and Almonds",Quaker,Breakfast Cereal,"Whole grain oats, whole grain wheat, sugar, raisins, vegetable oil (canola and/or soybean oil), whey, inulin, almonds, nonfat dry milk, glycerin, molasses, whey protein concentrate, honey, natural flavor, sunflower oil, tocopherols (to preserve freshness)",vegetarian,"milk, wheat, tree nuts, soy",False,0.8,,,40.5,off,True
30000169476,Chocolate Rice Cakes,Quaker,Snack,"Whole grain brown rice, sugar, fructose, milk chocolate chips (sugar, chocolate liquor, dry whole milk, cocoa butter, soy lecithin, vanilla extract), corn maltodextrin, cocoa, natural flavor, vegetable oil (canola and/or sunflower oil), salt, soy lecithin, tocopherols (to preserve freshness)",vegetarian,"milk, soy",False,0.7875,"Cakes, Cupcakes, Snack Cakes","SUGAR, HERSHEY'S SPECIAL DARK SYRUP (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, WATER, COCOA PROCESSED WITH ALKALI, SUGAR, SALT, MONO- AND DIGLYCERIDES, XANTHAN GUM, POLYSORBATE 60, ARTIFICIAL FLAVOR), ENRICHED BLEACHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACI",60.4,off,True
30000169001,Apple Cinnamon Rice Cakes,Quaker,Snack,"whole grain brown rice, sugar, fructose, maltodextrin, natural flavor, cinnamon, soy lecithin,",vegetarian,soy,False,0.6875,,,41.5,off,True
30000169100,Caramel Rice Cakes,Quaker,Snack,"whole grain brown rice, degerminated milled corn, sugar, fructose, maltodextrin, natural flavor, salt, soy lecithin. contains soy ingredients.",vegetarian,soy,False,0.6875,,,43.8,off,True
1201303,Pepsi,Pepsi,Beverage,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, SUGAR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID, NATURAL FLAVOR.",,,False,1.0,,,39.9,off,True
1212901,Pepsi,Pepsi,Beverage,"carbonated water, high fructose corn syrup, caramel color, sugar, % phosphoric acid, caffeine, citric acid, natural flavor,",,,False,0.6875,,,39.9,off,True
1280504,Diet Pepsi,Pepsi,Beverage,"CARBONATED WATER, CARAMEL COLOR, ASPARTAME PHOSPHORIC ACID, POTASSIUM BENZOATE (PRESERVES FRESHNESS), CAFFEINE, CITRIC ACID, NATURAL FLAVOR ACESULFAME POTASSIUM. PHENYLKETONURICS: CONTAINS PHENYLALANINE BOTTLED UNDER THE AUTHORITY OF PEPSICO, INC., 00277-101-00-16 PURCHASE, NY 10577. LUORIES CAFFEIN","sugar-free, artificially sweetened",,False,0.675,Non Alcoholic Beverages  Ready to Drink,"INGREDIENTS: CARBONATED WATER, CARAMEL COLOR, PHOSPHORIC ACID, POTASSIUM BENZOATE (PRESERVES FRESHNESS), SUCRALOSE, ACESULFAME POTASSIUM, CAFFEINE, NATURAL FLAVOR, CITRIC ACID.",53.0,off,True
12000171741,Diet Pepsi,Pepsi,Beverage,"Carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate, caffeine, citric acid, natural flavor, acesulfame potassium","sugar-free, low-sodium",,False,0.7875,Non Alcoholic Beverages  Ready to Drink,"INGREDIENTS: CARBONATED WATER, CARAMEL COLOR, PHOSPHORIC ACID, POTASSIUM BENZOATE (PRESERVES FRESHNESS), SUCRALOSE, ACESULFAME POTASSIUM, CAFFEINE, NATURAL FLAVOR, CITRIC ACID.",53.0,off,True
6111252421582,Aquafina,Pepsi,Beverage,Aqua,"gluten-free, vegan, vegetarian, dairy-free, nut-free, sugar-free, low-sodium",,False,0.6625,,,41.7,off,True
3400704,Ice Breakers Cool Mint,Hershey,Candy,"sorbitol, maltitol, maltodextrin, contains 2% or less of natural flavor and artificial flavor gun acacia aspartame, magnesium stearate",sugar-free,,False,0.6875,,,45.7,off,True
10700021526,Milk Duds,Hershey,Candy,"corn syrup, sugar, vegetable oil [palm oil, shea oil, sunflower oil, palm kernel oil, and/or safflower oil], dextrose, nonfat milk, reduced protein whey (milk), chocolate, contains 2% or less of: brown sugar, mono - and diglycerides, whey (milk), baking soda, confectioner's glaze, salt, tapioca dext",,milk,False,0.7875,,,40.4,off,True
34000944552,Plant Based Oat Chocolate Confection,Hershey,Candy,"Sugar, Cocoa Butter, Chocolate, Almonds, Oat Flour, Rice Flour, Lecithin (Soy), Sunflower Oil, Sea Salt, Natural Flavor",vegetarian,"soy, tree nuts",False,0.475,,,48.3,off,True
810031480364,Hershey's S'mores Popcorn,Hershey,Snack,,,,False,0.375,,,48.5,off,True
3403109,Mounds Dark Chocolate,Hershey,Candy,"Corn syrup; semi-sweet chocolate [chocolate; sugar; milk fat; lecithin (soy); pgpr; vanillin, artificial flavor; milk]; coconut; sugar; contains 2% or less of: salt; hydrolyzed milk protein; sodium metabisulfite, to maintain freshness.",,"milk, soy, tree nuts",False,0.6875,Chocolate,"MILK CHOCOLATE (SUGAR; MILK; CHOCOLATE; COCOA BUTTER; LACTOSE; MILK FAT; SOY LECITHIN; PGPR, EMULSIFIER; VANILLIN, ARTIFICIAL FLAVOR).",58.1,off,True
77567254238,Natural Vanilla Ice Cream,Breyers,Frozen,"milk, cream, sugar, vegetable gum (tara), natural flavor,",,milk,False,0.575,,,46.3,off,True
186852000389,Gelato Madagascan Vanilla Bean,Talenti,Frozen,"Milk, sugar , cream, dextrose , vanilla extract, sunflower lecithin, carob bean gum, guar gum, natural flavor, lemon peel.",,milk,False,0.8,,,37.7,off,True
12000012754,Green Tea,Lipton,Beverage,"water,high fructose corn syrup,citric acid, natural flavor sooum hexametaphosphate (to protect flavor), pt) green tea, ascorbic acid (vitamin c), potassium sorbate (preserves freshness), phosphoric acid, sugar, acesulfame potassium, calcium disoium eota (to protect flavor), honey manufactured by ind",,,False,0.5875,,,33.7,off,True
186852000334,Caramel Cookie Crunch Gelato,Talenti,Frozen,"Milk, sugarâ€ , cream, skim milk, coconut, palm and soybeanâ€ oils, dextroseâ€ , cocoa (processed with alkali), enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), corn syrupâ€ , sunflower lecithin, carob bean gum, vanilla extract, guar gum, baking soda, ",,"milk, wheat, soy",False,0.6625,,,42.7,off,True
77567226006,Breyers Vanilla Ice Cream,Breyers,Frozen,"milk, cream, sugar, corn syrup, whey, egg yolks, carob bean gum, mono and diglycerides, salt, natural flavor, vanilla extract*, annatto (for color), guar gum, tara gum,",,"milk, eggs",False,0.5625,,,41.5,off,True
28400040037,Fritos,Frito-Lay,Snack,"Corn, Corn Oil, and Salt. FRITO-LAY, INC. PLANO, TX 75024-4099 ©2004 FRITO-LAY NORTH AMERICA, INC. GLUTEN FREE SnackPerks TM Get tips, recipes, and other perks from Frito Join SnackPerks at Frito LaySnackPerks.com",gluten-free,,False,0.9,,,35.4,off,True
28400091565,Lays Classic,Lays,Snack,"POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN, AND/OR SUNFLOWER OIL), AND SALT.",vegetarian,soy,False,0.6875,,,34.0,off,True
28400761918,Sweet Potato Popables,Lays,Snack,"Potato starch, vegetable oil (corn, canola, and/or sunflower oil), dried sweet potatoes, brown rice flour, whole grain corn flour, cane sugar, sea salt, annatto extracts.",vegetarian,,False,0.6875,,,42.0,off,True
28400679732,Baked Popped Mix,Lays,Snack,"Popcorn, Vegetable Oil, Corn Oil, And/or Canola Oil, And/or Sunflower Oil, Natural Flavors, Whey, Maltodextrin Made From Corn, Buttermilk, Cheddar Cheese, Milk, Cheese Cultures, Salt, Enzymes, Salt",,milk,False,0.5625,,,40.6,off,True
28400770088,Classic,Lays,Snack,"Potatoes, vegetable oil (canola, corn, soybean, and/or sunflower oil), salt.",vegetarian,soy,False,0.6875,,,18.2,off,True
9800895250,Hazelnut Spread with Cocoa,Nutella,Spreads,"sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,",vegetarian,"milk, soy, tree nuts",False,0.7875,,,44.9,off,True
9800892204,Hazelnut Spread with Cocoa,Nutella,Condiment,"SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN, VANILLIN.",,"milk, tree nuts",False,0.8875,,,44.9,off,True
9800830039,Nutella Biscuits,Nutella,Snack,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN (AS EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR)), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE (LEAVENING AGENT), AMMO",,"milk, wheat, tree nuts",False,0.6875,,,35.0,off,True
9800800056,Hazelnut Spread with Breadsticks,Nutella,Condiment,"NUTELLA: SUGAR, PALM OIL, HAZELNUTS, COCOA, SKIM MILK, WHEY (MILK), LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR. BREADSTICKS: WHEAT FLOUR, PALM OIL, SALT, BAKER'S YEAST, MALT EXTRACT.",,"milk, wheat, soy, tree nuts",False,0.7875,,,45.7,off,True
3168930010265,Cruesly Mélange de Noix,Quaker,Breakfast Cereal,"_avoine_ complète (32%), _blé_ complet (18%), sirop de glucose, huile de tournesol, sucre, _amandes_ grillées (4,2%), _noisettes_ (4%), oligofructose, _noix de Pécan_ (1,5%), farine de _blé_, farine de riz, _noix du Brésil_ (1%), miel, arômes naturels, antioxydant (tocophérol).",vegetarian,"wheat, tree nuts",False,0.9,,,42.1,off,True
3229820160672,Croustillant Chocolat,Bjorg,Breakfast Cereal,"Flocons d'avoine complète, Flocons de blé complet, Riz extrudé (farine de riz), Sucre de canne non raffiné, Chocolat noir (pâte de cacao, sucre de canne non raffiné, inuline), Farine de blé, Huile de tournesol, Miel, Stabilisant: gomme d'acacia, Mélasses, Flocons de noix de coco, Sel marin, Cannelle",vegetarian,"wheat, tree nuts",False,0.9,,,47.8,off,True
3229820019307,Oat Flakes,Bjorg,Breakfast Cereal,Flocons d'_avoine_ complète issue de l'agriculture biologique.,organic,wheat,True,1.0,,,47.0,off,True
3229820129488,"Muesli Raisin, Fig, Apricot",Bjorg,Breakfast Cereal,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, P",vegetarian,wheat,False,1.0,,,37.9,off,True
3387390123210,Nestle Chocapic Cereal,Nestle,Breakfast Cereal,"Farine de BLÉ complet 29,9 %, sirop de glucose, sucre, LAIT écrémé en poudre, sirop de sucre inverti, humectant : glycérol ; chocolat au LAIT 5,2 % (sucre, LAIT écrémé en poudre, beurre de cacao*, pâte de cacao*, matière grasse de LAIT, émulsifiants : lécithine de SOJA, polyricinoléate de polyglycér",,"milk, wheat, soy",False,0.6875,Processed Cereal Products,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), V",54.6,off,True
5053990161966,Pringles Texas BBQ,Pringles,Snack,"Dehydrated potatoes, vegetable oils (sunflower, palm, corn) in varying proportions, wheat flour, corn flour, rice flour, barbecue seasoning (sugar, lactose {milk}, salt, onion powder, flavour enhancers {monosodium glutamate, disodium 5'-ribonucleotides}, tomato powder, paprika powder, yeast extract,",,"milk, wheat",False,0.7,,,40.4,off,True
3497917000136,Chips Paysanne,Brets,Snack,"potatoes (france) (64%), sunflower oil (35%), guérande salt (1,0%),",vegetarian,,False,0.975,,,43.9,off,True
5053990161607,Pringles Paprika,Pringles,Snack,"Cartofi deshidratați, uleiuri vegetale (floarea soarelui, palmier, porumb) în proporții variate, făină de grâu, făină de porumb, făină de orez, condiment cu aromă de paprika (zahăr, boia de ardei, potențiator de aromă {glutamat monosodic, guanilat disodic, inozinat disodic}, dextroză, drojdie uscată",,wheat,False,0.7875,,,44.5,off,True
5410041143508,Gout Bacon,Tuc,Snack,"Farine de blé, huile de tournesol 17 %, extrait de malt d'orge, sirop de glucose, poudre à lever (carbonates d'ammonium, carbonates de sodium), sel, oeufs, arômes (contient lait, arôme bacon, arôme de fumée), exhausteurs de goût (glutamate monosodique, guanylate disodique, inosinate disodique), agen",,"milk, eggs, wheat",False,0.9,,,32.9,off,True
5053990127665,Pringles Hot and Spicy,Pringles,Snack,"Pommes de terre déshydratées, huiles végétales (tournesol, maïs), farine de riz, amidon de BLÉ, farine de maïs, assaisonnement piment et épices (épices, sucre, exhausteurs de goût {glutamate monosodique, guanylate disodique, inosinate disodique}, bouillon en granulés (sel, protéine végétale hydrolys",,wheat,False,0.8,,,43.7,off,True
5449000054227,Coca Cola Original,Coca-Cola,Beverage,"Water, fructose - glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavorings (including caffeine).",,,False,0.875,Soda,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, PHOSPHORIC ACID, NATURAL FLAVORS, CAFFEINE. ",69.7,off,True
5449000214799,Coke Zero,Coca-Cola,Beverage,"carbonated water, colouring (e150d), acidifier (phosphoric acid), sweeteners (aspartame, acesulfame-k), natural flavors, caffeine aroma, acidity regulator (sodium citrates)","sugar-free, low-sodium",,False,1.0,Biscuits/Cookies,"Ingredients: WHEAT flour, sugar, vegetable oils (palm, palm kernel), fat reduced cocoa powder 4,6%, WHEAT starch, glucose-fructose syrup, raising agents (potassium hydrogen carbonate, ammonium hydrogen carbonate, sodium hydrogen carbonate), salt, emulsifiers (SOYA lecithin, sunflower lecithin), flav",50.8,off,True
759418,Cheerios Cereal,GENERAL MILLS SALES INC.,Processed Cereal Products,"WHOLE GRAIN OATS, CORN STARCH, SUGAR, SALT, TRIPOTASSIUM PHOSPHATE. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), V",,,,1.0,Processed Cereal Products,"WHOLE GRAIN OATS, CORN STARCH, SUGAR, SALT, TRIPOTASSIUM PHOSPHATE. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), V",0.0,usda,False
360010,FROSTED FLAKES CEREAL,Harris-Teeter Inc.,Cereal,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: SALT, MALT EXTRACT, CORN SYRUP, WHEAT STARCH. VITAMINS & MINERALS: VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), NIACIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN C (SODIUM ASCOR",,,,1.0,Cereal,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: SALT, MALT EXTRACT, CORN SYRUP, WHEAT STARCH. VITAMINS & MINERALS: VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), NIACIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN C (SODIUM ASCOR",0.0,usda,False
2112077,FROSTED FLAKES CEREAL,Raley's,Cereal,"MILLED CORN, SUGAR, SALT, MALTED BARLEY SYRUP. VITAMINS AND MINERALS: SODIUM ASCORBATE (VITAMIN C), REDUCED IRON, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D.",,,,1.0,Cereal,"MILLED CORN, SUGAR, SALT, MALTED BARLEY SYRUP. VITAMINS AND MINERALS: SODIUM ASCORBATE (VITAMIN C), REDUCED IRON, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN A PALMITATE, FOLIC ACID, VITAMIN B12, VITAMIN D.",0.0,usda,False
2117854,FROSTED FLAKES CEREAL,"Post Consumer Brands, LLC",Cereal,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: CORN SYRUP, SALT, BARLEY MALT EXTRACT, WHEAT STARCH. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDR",,,,1.0,Cereal,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: CORN SYRUP, SALT, BARLEY MALT EXTRACT, WHEAT STARCH. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDR",0.0,usda,False
2595408,"QUAKER OAT FLOUR, 20 OZ",The Quaker Oats Company,Flours & Corn Meal,WHOLE GRAIN OAT FLOUR,,,,1.0,Flours & Corn Meal,WHOLE GRAIN OAT FLOUR,0.0,usda,False
2595409,"QUAKER OAT FLOUR, 64 OZ",The Quaker Oats Company,Flours & Corn Meal,WHOLE GRAIN OAT FLOUR,,,,1.0,Flours & Corn Meal,WHOLE GRAIN OAT FLOUR,0.0,usda,False
2723877,Quaker Oats Old Fashioned 42 Oz,PepsiCo Inc. Brand Owner,Grains/Flour,Whole Grain Rolled Oats.,,,,1.0,Grains/Flour,Whole Grain Rolled Oats.,0.0,usda,False
2670912,"OREO FROSTED COOKIES, OREO",,Cookies & Biscuits,"BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ICING SUGAR (SUGAR, CORNSTARCH), MARGARINE (SOYBEAN OIL, PALM OIL, WATER, SALT, WHEY [MILK], SOYBEAN LECITHIN, MONOGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D3), SUGAR, WAT",,,,1.0,Cookies & Biscuits,"BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ICING SUGAR (SUGAR, CORNSTARCH), MARGARINE (SOYBEAN OIL, PALM OIL, WATER, SALT, WHEY [MILK], SOYBEAN LECITHIN, MONOGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D3), SUGAR, WAT",0.0,usda,False
2506892,"OREO VANILLA PUDDING WITH OREO COOKIE PIECES, OREO","Raymundo Food Products, Inc.",Puddings & Custards,"MILK, WATER, SUGAR, MODIFIED FOOD STARCH, LESS THAN 1% OF: NATURAL & ARTIFICIAL FLAVORS, SALT, POTASSIUM SORBATE (PRESERVATIVE), CARRAGEENAN, MALTODEXTRIN, DEXTROSE, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID),",,,,1.0,Puddings & Custards,"MILK, WATER, SUGAR, MODIFIED FOOD STARCH, LESS THAN 1% OF: NATURAL & ARTIFICIAL FLAVORS, SALT, POTASSIUM SORBATE (PRESERVATIVE), CARRAGEENAN, MALTODEXTRIN, DEXTROSE, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID),",0.0,usda,False
1459004,NABISCO CHIPS AHOY! COOKIES CHIPS AHOY! COOKIES 48X4.150 OZ,Mondelez USA,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHUNKS (SUGAR, CHOCOLATE, DEXTROSE, COCOA BUTTER, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLAT",,,,1.0,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHUNKS (SUGAR, CHOCOLATE, DEXTROSE, COCOA BUTTER, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLAT",0.0,usda,False
1458457,CHIPS AHOY! COOKIES 1X0.770 OZ,Mondelez USA,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, PALM OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENI",,,,1.0,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, PALM OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENI",0.0,usda,False
